property_title,property_location,property_price,property_features,property_link
"2 BEDROOM FLAT / APARTMENT FOR RENT GOVERNORS ROAD,ABORU IYANA IPAJA IYANA IPAJA IPAJA LAGOS","Governors Road,Aboru Iyana Ipaja Iyana Ipaja Ipaja Lagos","₦ 300,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-governors-roadaboru-iyana-ipaja-iyana-ipaja-ipaja-lagos-8DMPM
LAND FOR RENT ADRON HOMES AND PROPERTIES FREE TRADE ZONE IBEJU-LEKKI LAGOS,Adron Homes And Properties Free Trade Zone Ibeju Lekki Lagos,"₦ 5,600,000",bed bath toilet,https://www.propertypro.ng/property/land-for-rent-adron-homes-and-properties-free-trade-zone-ibeju-lekki-lagos-0DMPM
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT IKOTA VILLA LEKKI LAGOS,Ikota Villa Lekki Lagos,"₦ 2,500,000",4 bed 4 bath toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-ikota-villa-lekki-lagos-8DMPL
2 BEDROOM FLAT / APARTMENT FOR RENT IYANA OWORO KOSOFE/IKOSI LAGOS,Iyana Oworo Kosofe Ikosi Lagos,"₦ 1,000,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-iyana-oworo-kosofe-ikosi-lagos-5DMPL
2 BEDROOM FLAT / APARTMENT FOR RENT MERCY LAND BARUWA IPAJA LAGOS,Mercy Land Baruwa Ipaja Lagos,"₦ 450,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-mercy-land-baruwa-ipaja-lagos-3DMPL
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT PEACE LAND ESTATE GIWA IJU-ISHAGA AGEGE LAGOS,Peace Land Estate Giwa Iju Ishaga Agege Lagos,"₦ 400,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-peace-land-estate-giwa-iju-ishaga-agege-lagos-0DMPL
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT OKE-IRA OGBA LAGOS,Oke Ira Ogba Lagos,"₦ 550,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-oke-ira-ogba-lagos-8DMPK
MINI FLAT FLAT / APARTMENT FOR RENT WESTWOOD ESTATE BADORE AJAH LAGOS,Westwood Estate Badore Ajah Lagos,"₦ 650,000",bed bath toilet,https://www.propertypro.ng/property/mini-flat-flat-apartment-for-rent-westwood-estate-badore-ajah-lagos-5DMPK
2 BEDROOM FLAT / APARTMENT FOR RENT OMOLE PHASE 1 OJODU LAGOS,Omole Phase 1 Ojodu Lagos,"₦ 1,400,000",2 bed 2 bath toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-omole-phase-1-ojodu-lagos-6DMPH
FLAT / APARTMENT FOR RENT ANU CRESCENT BADORE AJAH LAGOS,Anu Crescent Badore Ajah Lagos,"₦ 700,000",bed bath toilet,https://www.propertypro.ng/property/flat-apartment-for-rent-anu-crescent-badore-ajah-lagos-4DMPH
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT ADO AJAH LAGOS,Ado Ajah Lagos,"₦ 650,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ado-ajah-lagos-0DMPH
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT IFAKO-GBAGADA GBAGADA LAGOS,Ifako Gbagada Gbagada Lagos,"₦ 850,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-ifako-gbagada-gbagada-lagos-7DMPG
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT IFAKO-GBAGADA GBAGADA LAGOS,Ifako Gbagada Gbagada Lagos,"₦ 850,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-ifako-gbagada-gbagada-lagos-6DMPG
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT IFAKO-GBAGADA GBAGADA LAGOS,Ifako Gbagada Gbagada Lagos,"₦ 850,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-ifako-gbagada-gbagada-lagos-4DMPG
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT IFAKO-GBAGADA GBAGADA LAGOS,Ifako Gbagada Gbagada Lagos,"₦ 850,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-ifako-gbagada-gbagada-lagos-2DMPG
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 600,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-2DMPF
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 600,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-0DMPF
1 BEDROOM MINI FLAT BOYS QUARTERS FLAT / APARTMENT FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 500,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-boys-quarters-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-9DMPE
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 600,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-8DMPE
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 550,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-6DMPE
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 550,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-5DMPE
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 550,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-2DMPE
2 BEDROOM FLAT / APARTMENT FOR RENT FOLA AGORO YABA LAGOS,Fola Agoro Yaba Lagos,"₦ 700,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-fola-agoro-yaba-lagos-3DMPD
4 BEDROOM FLAT / APARTMENT FOR RENT ALAGOMEJI YABA LAGOS,Alagomeji Yaba Lagos,"₦ 3,500,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-alagomeji-yaba-lagos-0DMPD
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT LEKKI LAGOS,Lekki Lagos,"₦ 600,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-lekki-lagos-4DMPC
2 BEDROOM FLAT / APARTMENT FOR RENT MAGODO GRA ISHERI PHASE 1 MAGODO KOSOFE/IKOSI LAGOS,Magodo Gra Isheri Phase 1 Magodo Kosofe Ikosi Lagos,"₦ 750,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-magodo-gra-isheri-phase-1-magodo-kosofe-ikosi-lagos-7DMPB
10 BEDROOM HOTEL/GUEST HOUSE COMMERCIAL PROPERTY FOR RENT AGORO-ODIYAN SAKA TINUBU VICTORIA ISLAND LAGOS,Agoro-Odiyan Saka Tinubu Victoria Island Lagos,"₦ 35,000,000",10 bed 10 bath 10 toilet,https://www.propertypro.ng/property/10-bedroom-hotel-guest-house-commercial-property-for-rent-agoro-odiyan-saka-tinubu-victoria-island-lagos-5DMPB
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT BARIGA SHOMOLU LAGOS,Bariga Shomolu Lagos,"₦ 150,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-bariga-shomolu-lagos-4DMPB
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT BARIGA SHOMOLU LAGOS,Bariga Shomolu Lagos,"₦ 150,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-bariga-shomolu-lagos-4DMPB
3 BEDROOM FLAT / APARTMENT FOR RENT ALAPERE KETU LAGOS,Alapere Ketu Lagos,"₦ 900,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-alapere-ketu-lagos-3DMPB
3 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT JAKANDE AINA STREET OKE IRA NLA OFF ADO ROAD ADO AJAH BADORE AJAH LAGOS,Jakande Aina Street Oke Ira Nla Off Ado Road Ado Ajah Badore Ajah Lagos,"₦ 1,000,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-mini-flat-flat-apartment-for-rent-jakande-aina-street-oke-ira-nla-off-ado-road-ado-ajah-badore-ajah-lagos-8DMPA
3 BEDROOM FLAT / APARTMENT FOR RENT GOWON ESTATE EGBEDA ALIMOSHO LAGOS,Gowon Estate Egbeda Alimosho Lagos,"₦ 600,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-gowon-estate-egbeda-alimosho-lagos-4DMPA
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT GOWON ESTATE EGBEDA ALIMOSHO LAGOS,Gowon Estate Egbeda Alimosho Lagos,"₦ 450,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-gowon-estate-egbeda-alimosho-lagos-3DMPA
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 1,000,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-1DMGQ
MINI FLAT FLAT / APARTMENT FOR RENT ONIRU ESTATE ONIRU VICTORIA ISLAND LAGOS,Oniru Estate Oniru Victoria Island Lagos,"₦ 1,500,000",bed bath toilet,https://www.propertypro.ng/property/mini-flat-flat-apartment-for-rent-oniru-estate-oniru-victoria-island-lagos-0DMPA
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT OMOLE PHASE 1 OJODU LAGOS,Omole Phase 1 Ojodu Lagos,"₦ 1,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-omole-phase-1-ojodu-lagos-8DMNZ
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT THOMAS ESTATE AJAH LAGOS,Thomas Estate Ajah Lagos,"₦ 900,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-thomas-estate-ajah-lagos-2DLEW
3 BEDROOM FLAT / APARTMENT FOR RENT OSBORNE FORESHORE ESTATE IKOYI LAGOS,Osborne Foreshore Estate Ikoyi Lagos,"₦ 3,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-osborne-foreshore-estate-ikoyi-lagos-4DLFT
SHARED APARTMENT FLAT / APARTMENT FOR RENT NICE ESTATE IDADO LEKKI LAGOS,Nice Estate Idado Lekki Lagos,"₦ 650,000",bed 1 bath 1 toilet,https://www.propertypro.ng/property/shared-apartment-flat-apartment-for-rent-nice-estate-idado-lekki-lagos-0DMNW
SELF CONTAIN FLAT / APARTMENT FOR RENT NEW ROAD/AFAR BEACH BEFORE CHEVRON TRAFFIC LIGHT CHEVRON LEKKI LAGOS,New Road/Afar Beach Before Chevron Traffic Light Chevron Lekki Lagos,"₦ 350,000",bed 1 bath 1 toilet,https://www.propertypro.ng/property/self-contain-flat-apartment-for-rent-new-road-afar-beach-before-chevron-traffic-light-chevron-lekki-lagos-8DMNV
2 BEDROOM FLAT / APARTMENT FOR RENT NICE ENVIRONMENT IGBO-EFON LEKKI LAGOS,Nice Environment Igbo Efon Lekki Lagos,"₦ 1,100,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-nice-environment-igbo-efon-lekki-lagos-6DMNV
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT IJOKO BEHIND DANGOTE ALAGBADO ABULE EGBA LAGOS,Ijoko Behind Dangote Alagbado Abule Egba Lagos,"₦ 150,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-ijoko-behind-dangote-alagbado-abule-egba-lagos-6DKBU
3 BEDROOM FLAT / APARTMENT FOR RENT LBS AJAH LEKKI PHASE 2 LEKKI LAGOS,Lbs Ajah Lekki Phase 2 Lekki Lagos,"₦ 1,200,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lbs-ajah-lekki-phase-2-lekki-lagos-4DJAZ
2 BEDROOM FLAT / APARTMENT FOR RENT LBS AJAH LEKKI PHASE 2 LEKKI LAGOS,Lbs Ajah Lekki Phase 2 Lekki Lagos,"₦ 1,200,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lbs-ajah-lekki-phase-2-lekki-lagos-2DJGP
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT RIVER VALLEY ESTATE OJODU LAGOS,River Valley Estate Ojodu Lagos,"₦ 800,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-river-valley-estate-ojodu-lagos-9DMNU
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT IFAKO GBAGADA IFAKO-GBAGADA GBAGADA LAGOS,Ifako Gbagada Ifako Gbagada Gbagada Lagos,"₦ 650,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ifako-gbagada-ifako-gbagada-gbagada-lagos-8DMNU
SHOP IN A MALL COMMERCIAL PROPERTY FOR RENT OFF ADMIRALTY ROAD LEKKI PHASE 1 LEKKI LAGOS,Off Admiralty Road Lekki Phase 1 Lekki Lagos,"₦ 2,000,000",bed 1 bath 1 toilet,https://www.propertypro.ng/property/shop-in-a-mall-commercial-property-for-rent-off-admiralty-road-lekki-phase-1-lekki-lagos-5DKCY
DETACHED DUPLEX HOUSE FOR RENT OFF ADMIRALTY ROAD LEKKI PHASE 1 LEKKI LAGOS,Off Admiralty Road Lekki Phase 1 Lekki Lagos,"₦ 12,000,000",bed bath toilet,https://www.propertypro.ng/property/detached-duplex-house-for-rent-off-admiralty-road-lekki-phase-1-lekki-lagos-6CSKJ
3 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR RENT - LEKKI PHASE 1 LEKKI LAGOS,- Lekki Phase 1 Lekki Lagos,"₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-self-contain-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-9DCSG
4 BEDROOM MASSIONETTE HOUSE FOR RENT .. ILASAN LEKKI LAGOS,.. Ilasan Lekki Lagos,"₦ 3,500,000",4 bed 4 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-massionette-house-for-rent-ilasan-lekki-lagos-4DCFZ
SHOP COMMERCIAL PROPERTY FOR RENT .... LEKKI PHASE 1 LEKKI LAGOS,.... Lekki Phase 1 Lekki Lagos,"₦ 7,500,000",0 bed 0 bath 0 toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-lekki-phase-1-lekki-lagos-4DHKW
2 BEDROOM FLAT / APARTMENT FOR RENT OGBA BUS-STOP OGBA LAGOS,Ogba Bus Stop Ogba Lagos,"₦ 1,200,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ogba-bus-stop-ogba-lagos-8DMJZ
WAREHOUSE COMMERCIAL PROPERTY FOR RENT OWOLOWO STREET IKORODU IKORODU LAGOS,Owolowo Street Ikorodu Ikorodu Lagos,"₦ 800,000",bed bath toilet,https://www.propertypro.ng/property/warehouse-commercial-property-for-rent-owolowo-street-ikorodu-ikorodu-lagos-9DFWQ
4 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT MASHA ROAD SURULERE MASHA SURULERE LAGOS,Masha Road Surulere Masha Surulere Lagos,"₦ 3,500,000",4 bed 3 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-office-space-commercial-property-for-rent-masha-road-surulere-masha-surulere-lagos-2DCZB
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 600,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-4DMNK
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT OFF APAPA ROAD EBUTE METTA YABA LAGOS,Off Apapa Road Ebute Metta Yaba Lagos,"₦ 1,300,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-off-apapa-road-ebute-metta-yaba-lagos-7DJSJ
4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT IKATE ELEGUSHI IKATE LEKKI LAGOS,Ikate Elegushi Ikate Lekki Lagos,"₦ 5,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-semi-detached-duplex-house-for-rent-ikate-elegushi-ikate-lekki-lagos-9CTAS
5 BEDROOM SHOP COMMERCIAL PROPERTY FOR RENT LEKKI PHASE 1 LAGOS. LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lagos. Lekki Phase 1 Lekki Lagos,"₦ 15,000,000",5 bed 6 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-shop-commercial-property-for-rent-lekki-phase-1-lagos-lekki-phase-1-lekki-lagos-5DHUN
4 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT AKOKA YABA LAGOS,Akoka Yaba Lagos,"₦ 3,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-blocks-of-flats-house-for-rent-akoka-yaba-lagos-4DJCE
COMMERCIAL PROPERTY FOR RENT ADEMOLA ADETOKUNBO STREET ADEMOLA ADETOKUNBO VICTORIA ISLAND LAGOS,Ademola Adetokunbo Street Ademola Adetokunbo Victoria Island Lagos,"₦ 40,000,000",bed bath toilet,https://www.propertypro.ng/property/commercial-property-for-rent-ademola-adetokunbo-street-ademola-adetokunbo-victoria-island-lagos-6CLQG
WAREHOUSE COMMERCIAL PROPERTY FOR RENT OGUNLANA SURULERE LAGOS,Ogunlana Surulere Lagos,"₦ 5,000,000",bed bath toilet,https://www.propertypro.ng/property/warehouse-commercial-property-for-rent-ogunlana-surulere-lagos-5DFZP
5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT CHEVY VIEW ESTATE LEKKI LAGOS CHEVRON LEKKI LAGOS,Chevy View Estate Lekki Lagos Chevron Lekki Lagos,"₦ 4,000,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-chevy-view-estate-lekki-lagos-chevron-lekki-lagos-6CDHL
6 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT CHURCH STREET OSHODI EXPRESSWAY OSHODI LAGOS,Church Street Oshodi Expressway Oshodi Lagos,"₦ 3,000,000",6 bed 6 bath 6 toilet,https://www.propertypro.ng/property/6-bedroom-office-space-commercial-property-for-rent-church-street-oshodi-expressway-oshodi-lagos-2DJKL
"SHOP COMMERCIAL PROPERTY FOR RENT NEW ALADE MARKET, IKEJA, ALAUSA ALAUSA IKEJA LAGOS","New Alade Market, Ikeja, Alausa Alausa Ikeja Lagos","₦ 4,000,000",0 bed 0 bath 0 toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-new-alade-market-ikeja-alausa-alausa-ikeja-lagos-5DCLQ
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT CHEVRON LEKKI LAGOS,Chevron Lekki Lagos,"₦ 3,500,000",4 bed 4 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-chevron-lekki-lagos-2DGDU
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT JIBOWU YABA LAGOS,Jibowu Yaba Lagos,"₦ 1,500,000",bed bath toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-jibowu-yaba-lagos-4CZHF
"3 BEDROOM FLAT / APARTMENT FOR RENT ELEGBA FESTIVAL CLOSE, ONIRU VICTORIA ISLAND. ONIRU VICTORIA ISLAND LAGOS","Elegba Festival Close, Oniru Victoria Island. Oniru Victoria Island Lagos","₦ 3,000,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-elegba-festival-close-oniru-victoria-island-oniru-victoria-island-lagos-5DGXV
SHOP COMMERCIAL PROPERTY FOR RENT OFF ADMIRALTY WAY LEKKI PHASE 1 LEKKI LAGOS,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 3,000,000",bed bath toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-4CTXD
4 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT IKOTA LEKKI IKOTA LEKKI LAGOS,Ikota Lekki Ikota Lekki Lagos,"₦ 4,000,000",4 bed 5 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-office-space-commercial-property-for-rent-ikota-lekki-ikota-lekki-lagos-9DHWA
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT OPEBI OPEBI IKEJA LAGOS,Opebi Opebi Ikeja Lagos,"₦ 6,000,000",bed bath 2 toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-opebi-opebi-ikeja-lagos-5DLEM
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT ESTAPORT AVENUE SOLUYI GBAGADA LAGOS,Estaport Avenue Soluyi Gbagada Lagos,"₦ 1,200,000",3 bed 2 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-estaport-avenue-soluyi-gbagada-lagos-9DJAC
4 BEDROOM HOUSE FOR RENT OPIC G R A ISHERI NORTH OJODU LAGOS,Opic G R A Isheri North Ojodu Lagos,"₦ 2,000,000",4 bed 4 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-house-for-rent-opic-g-r-a-isheri-north-ojodu-lagos-7DKDU
2 BEDROOM FLAT / APARTMENT FOR RENT .. LEKKI PHASE 1 LEKKI LAGOS,.. Lekki Phase 1 Lekki Lagos,"₦ 2,500,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7DCSJ
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT NEW GARAGE GBAGADA LAGOS,New Garage Gbagada Lagos,"₦ 600,000",1 bed 1 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-new-garage-gbagada-lagos-2DMET
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT AJAH LAGOS,Ajah Lagos,"₦ 4,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-ajah-lagos-4DKWD
9 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT ADENIYI JONES IKEJA LAGOS,Adeniyi Jones Ikeja Lagos,"₦ 15,000,000",9 bed 9 bath 9 toilet,https://www.propertypro.ng/property/9-bedroom-office-space-commercial-property-for-rent-adeniyi-jones-ikeja-lagos-0DMAN
4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT OKE-IRA OGBA LAGOS,Oke Ira Ogba Lagos,"₦ 1,500,000",4 bed 5 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-semi-detached-duplex-house-for-rent-oke-ira-ogba-lagos-0DHTL
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT MAGODO GRA PHASE 2 KOSOFE/IKOSI LAGOS,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 4,500,000",4 bed 4 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-9DMEE
WAREHOUSE COMMERCIAL PROPERTY FOR RENT OFF OBA AKRAN ROAD OBA AKRAN IKEJA LAGOS,Off Oba Akran Road Oba Akran Ikeja Lagos,"₦ 20,349,000",bed bath toilet,https://www.propertypro.ng/property/warehouse-commercial-property-for-rent-off-oba-akran-road-oba-akran-ikeja-lagos-0CPMM
4 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT AKOKA YABA LAGOS,Akoka Yaba Lagos,"₦ 1,800,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-blocks-of-flats-house-for-rent-akoka-yaba-lagos-6DLZW
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT ALONG MABO ROAD SURULERE LAGOS,Along Mabo Road Surulere Lagos,"₦ 110,000,000",0 bed 0 bath 0 toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-along-mabo-road-surulere-lagos-8DCXJ
5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT OSAPA LONDON LEKKI. OSAPA LONDON LEKKI LAGOS,Osapa London Lekki. Osapa London Lekki Lagos,"₦ 5,000,000",5 bed 6 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-osapa-london-lekki-osapa-london-lekki-lagos-6DHBU
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT - YABA LAGOS,- Yaba Lagos,"₦ 3,000,000",0 bed 0 bath 0 toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-yaba-lagos-4DJLF
SHOP COMMERCIAL PROPERTY FOR RENT IKOSI ROAD IKOSI-KETU KOSOFE/IKOSI LAGOS,Ikosi Road Ikosi Ketu Kosofe Ikosi Lagos,"₦ 1,300,000",bed bath toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-ikosi-road-ikosi-ketu-kosofe-ikosi-lagos-9DCNV
